 pedido;fecha_pedido;fecha;financial_status;total;subtotal;shipping;taxes;discount_code;discount_amount;sku;producto;cantidad;precio_unitario;ImportadoIA;descuento_item;categoria_producto;canal;ciudad;departamento;payment_method;risk_level
1566;2024-05-19 21:05:52-05:00;2024-05-19;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - XL / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Bucaramanga;Santander;Addi Payment;Low
1566;2024-05-19 21:05:52-05:00;2024-05-19;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;14392;Camiseta Giro D Italia 2024 mujer - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1567;2024-05-19 21:30:45-05:00;2024-05-19;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - S / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Caucasia;Antioquia;Addi Payment;Low
1567;2024-05-19 21:30:45-05:00;2024-05-19;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;14392;Camiseta Giro D Italia 2024 mujer - XS / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1569;2024-05-20 18:41:34-05:00;2024-05-20;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90392;Camiseta Giro D Italia 2024 hombre - L / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Medellín;Antioquia;Wompi;Low
1570;2024-05-20 19:52:29-05:00;2024-05-20;paid;541.800,00;541.800,00;0,00;0,00;ELEVENPRO10;0,00;80363;Jersey Relax Beetles - M;1;251.900,00;NO;0.0;Jerseys;web;Sabanalarga;Atlántico;Wompi;Low
1570;2024-05-20 19:52:29-05:00;2024-05-20;paid;541.800,00;541.800,00;0,00;0,00;ELEVENPRO10;0,00;1217;Pantaloneta Estelar Opa - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Wompi;Low
1572;2024-05-21 17:14:19-05:00;2024-05-21;paid;164.940,00;149.940,00;15.000,00;23.940,00;ELEVENPRO10;0,00;3700;Pantaloneta 3/4 con tiranta mujer - S;1;149.940,00;NO;0.0;Pantalonetas;web;Ibague;Tolima;Addi Payment;Low
1573;2024-05-21 18:43:48-05:00;2024-05-21;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Cartago;Valle Del Cauca;Addi Payment;Low
1573;2024-05-21 18:43:48-05:00;2024-05-21;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;14391;Camiseta Giro D Italia 2024 mujer - XS / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1575;2024-05-22 20:37:06-05:00;2024-05-22;paid;154.800,00;154.800,00;0,00;24.715,97;ELEVENPRO10;0,00;1500;Trusa con tiranta hombre - L;1;154.800,00;NO;0.0;Trusas;web;Cota;Cundinamarca;Addi Payment;Low
1576;2024-05-23 13:28:18-05:00;2024-05-23;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3406;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Cartago;Valle Del Cauca;Wompi;Low
1577;2024-05-24 10:02:19-05:00;2024-05-24;paid;234.900,00;234.900,00;0,00;37.505,04;ELEVENPRO10;0,00;14362;Jersey Slim - 4XL;1;234.900,00;SI;0.0;Jerseys;web;Manizales;Caldas;Addi Payment;Low
1580;2024-05-27 08:44:16-05:00;2024-05-27;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;14392;Camiseta Giro D Italia 2024 mujer - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Popayan;Bogotá D.C.;Addi Payment;Low
1581;2024-05-27 08:47:40-05:00;2024-05-27;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Popayan;Bogotá D.C.;Addi Payment;Low
1583;2024-05-27 15:23:39-05:00;2024-05-27;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Neiva;Huila;Addi Payment;Low
1585;2024-05-28 14:01:45-05:00;2024-05-28;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Bucaramanga;Santander;Addi Payment;Low
1586;2024-05-31 09:35:39-05:00;2024-05-31;paid;161.200,00;161.200,00;0,00;0,00;ELEVENPRO10;0,00;14186;Camiseta de ciclismo Slim - M;1;161.200,00;NO;0.0;Jerseys;web;Montelibano;Córdoba;Addi Payment;Low
1587;2024-05-31 16:50:07-05:00;2024-05-31;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1244;Pantaloneta Estelar Davos - M;1;289.900,00;NO;0.0;Pantalonetas;web;Mosquera;Cundinamarca;Wompi;Low
1588;2024-06-03 11:22:50-05:00;2024-06-03;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1255;Pantaloneta Estelar Beetles - L;1;289.900,00;NO;0.0;Pantalonetas;web;Cartago;Valle Del Cauca;Addi Payment;Low
1589;2024-06-05 08:55:53-05:00;2024-06-05;paid;251.900,00;251.900,00;0,00;0,00;ELEVENPRO10;0,00;14278;Camiseta Hill Marino - M;1;251.900,00;SI;0.0;Camisetas;web;Medellín;Antioquia;Addi Payment;Low
1590;2024-06-05 12:15:55-05:00;2024-06-05;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3406;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Santander;Wompi;Low
1591;2024-06-05 19:20:44-05:00;2024-06-05;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Girardot;Cundinamarca;Addi Payment;Low
1593;2024-06-05 20:21:24-05:00;2024-06-05;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Wompi;Low
1593;2024-06-05 20:21:24-05:00;2024-06-05;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;90393;Camiseta Tour de Francia verde hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bucaramanga;Santander;Wompi;Low
1594;2024-06-05 20:58:50-05:00;2024-06-05;paid;214.800,00;214.800,00;0,00;21.538,66;ELEVENPRO10;0,00;90393;Camiseta Tour de Francia verde hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1594;2024-06-05 20:58:50-05:00;2024-06-05;paid;214.800,00;214.800,00;0,00;21.538,66;ELEVENPRO10;0,00;84330;T Shirt Running - Red / L;1;79.900,00;NO;0.0;Camisetas;web;Armenia;Quindío;Addi Payment;Low
1595;2024-06-05 22:25:20-05:00;2024-06-05;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Zipaquira;Cundinamarca;Addi Payment;Low
1596;2024-06-05 22:29:21-05:00;2024-06-05;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90393;Camiseta Tour de Francia verde hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1598;2024-06-06 04:40:39-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Cartagena;Bolívar;Addi Payment;Low
1601;2024-06-06 06:33:49-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Pamplona;Norte De Santander;Addi Payment;Low
1602;2024-06-06 06:45:44-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Rio De Oro;Cesar;Addi Payment;Low
1603;2024-06-06 07:55:32-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Popayan;Cauca;Addi Payment;Low
1605;2024-06-06 08:41:49-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Cali;Valle Del Cauca;Wompi;Low
1607;2024-06-06 09:23:37-05:00;2024-06-06;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1607;2024-06-06 09:23:37-05:00;2024-06-06;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Cali;Valle Del Cauca;Addi Payment;Low
1612;2024-06-06 10:37:48-05:00;2024-06-06;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Popayán;Cauca;Addi Payment;Low
1613;2024-06-06 10:47:09-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Bucaramanga;Santander;Wompi;Low
1619;2024-06-06 12:32:44-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;El Cerrito;Valle Del Cauca;Addi Payment;Low
1621;2024-06-06 14:48:52-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Duitama;Boyacá;Addi Payment;Low
1626;2024-06-06 15:42:34-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Tunja;Boyacá;Wompi;Low
1628;2024-06-06 15:53:51-05:00;2024-06-06;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - L / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bogotá;Cundinamarca;Addi Payment;Low
1628;2024-06-06 15:53:51-05:00;2024-06-06;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1629;2024-06-06 16:17:41-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Santa Marta;Magdalena;Addi Payment;Low
1637;2024-06-06 18:16:20-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Guacarí;Valle Del Cauca;Addi Payment;Low
1638;2024-06-06 18:19:12-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Manizales;Caldas;Wompi;Low
1640;2024-06-06 19:46:03-05:00;2024-06-06;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1642;2024-06-06 21:13:18-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Puerto Berrio;Antioquia;Addi Payment;Low
1646;2024-06-06 22:25:39-05:00;2024-06-06;paid;415.850,00;415.850,00;0,00;0,00;ELEVENPRO10;125.950,00;14295;Jersey Slim - M;1;251.900,00;NO;125950.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment + Wompi;Low
1646;2024-06-06 22:25:39-05:00;2024-06-06;paid;415.850,00;415.850,00;0,00;0,00;ELEVENPRO10;125.950,00;1217;Pantaloneta Estelar Opa - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
1647;2024-06-06 22:28:09-05:00;2024-06-06;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Puerto Inirida;Bogotá D.C.;Addi Payment;Low
1658;2024-06-07 08:43:05-05:00;2024-06-07;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - XS / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Duitama;Bogotá D.C.;Wompi;Low
1659;2024-06-07 09:12:41-05:00;2024-06-07;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1659;2024-06-07 09:12:41-05:00;2024-06-07;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Ibague;Tolima;Addi Payment;Low
1666;2024-06-07 11:35:45-05:00;2024-06-07;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Jamundí;Valle Del Cauca;Wompi + Addi Payment;Low
1667;2024-06-07 15:02:48-05:00;2024-06-07;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;13394;Camiseta Tour de Francia azul mujer - XL / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Pasto;Nariño;Wompi;Low
1673;2024-06-07 18:30:28-05:00;2024-06-07;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Yopal;Casanare;Wompi;Low
1675;2024-06-07 19:10:51-05:00;2024-06-07;paid;274.800,00;274.800,00;0,00;43.875,63;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - XXL / Manga larga;1;139.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Wompi;Low
1675;2024-06-07 19:10:51-05:00;2024-06-07;paid;274.800,00;274.800,00;0,00;43.875,63;ELEVENPRO10;0,00;13394;Camiseta Tour de Francia azul mujer - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Pereira;Risaralda;Wompi;Low
1684;2024-06-07 21:52:30-05:00;2024-06-07;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Villacencio;Meta;Addi Payment;Low
1687;2024-06-07 22:58:23-05:00;2024-06-07;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Yumbo;Valle Del Cauca;Addi Payment;Low
1689;2024-06-08 06:45:09-05:00;2024-06-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Ubaté;Cundinamarca;Addi Payment;Low
1693;2024-06-08 08:17:26-05:00;2024-06-08;paid;144.900,00;129.900,00;15.000,00;20.740,34;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XXL / Manga corta;1;129.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Wompi;Low
1694;2024-06-08 09:05:14-05:00;2024-06-08;paid;152.700,00;152.700,00;0,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1694;2024-06-08 09:05:14-05:00;2024-06-08;paid;152.700,00;152.700,00;0,00;19.942,02;ELEVENPRO10;0,00;81505727;Calcetines tejidos - XL / Neon;1;27.800,00;NO;0.0;Calcetines;web;Ibagué;Tolima;Addi Payment;Low
1695;2024-06-08 09:12:33-05:00;2024-06-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Barbosa;Antioquia;Addi Payment;Low
1696;2024-06-08 09:17:34-05:00;2024-06-08;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Villavicencio;Meta;Wompi;Low
1696;2024-06-08 09:17:34-05:00;2024-06-08;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Wompi;Low
1698;2024-06-08 10:19:40-05:00;2024-06-08;paid;144.900,00;129.900,00;15.000,00;20.740,34;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XXL / Manga corta;1;129.900,00;NO;0.0;Camisetas;web;Guadalajara De Buga;Valle Del Cauca;Addi Payment;Low
1701;2024-06-08 12:36:07-05:00;2024-06-08;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1702;2024-06-08 13:15:50-05:00;2024-06-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Girardot;Cundinamarca;Addi Payment;Low
1703;2024-06-08 13:24:41-05:00;2024-06-08;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;13394;Camiseta Tour de Francia azul mujer - XL / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Cúcuta;Norte De Santander;Addi Payment;Low
1710;2024-06-08 14:00:43-05:00;2024-06-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Medellín;Antioquia;Wompi;Low
1721;2024-06-08 19:31:43-05:00;2024-06-08;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Roldanillo;Valle Del Cauca;Addi Payment;Low
1724;2024-06-08 20:19:27-05:00;2024-06-08;paid;254.800,00;254.800,00;0,00;40.682,35;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XXL / Manga corta;1;129.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1724;2024-06-08 20:19:27-05:00;2024-06-08;paid;254.800,00;254.800,00;0,00;40.682,35;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;La Dorada;Caldas;Addi Payment;Low
1740;2024-06-09 11:08:25-05:00;2024-06-09;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Wompi;Low
1740;2024-06-09 11:08:25-05:00;2024-06-09;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - XS / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Pereira;Risaralda;Wompi;Low
1742;2024-06-09 11:42:12-05:00;2024-06-09;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Cali;Valle Del Cauca;Addi Payment;Low
1747;2024-06-09 13:07:45-05:00;2024-06-09;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1754;2024-06-09 16:18:45-05:00;2024-06-09;paid;539.700,00;539.700,00;0,00;39.884,03;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;2;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
1754;2024-06-09 16:18:45-05:00;2024-06-09;paid;539.700,00;539.700,00;0,00;39.884,03;ELEVENPRO10;0,00;1216;Pantaloneta Estelar Opa - L;1;289.900,00;NO;0.0;Pantalonetas;web;Neiva;Huila;Addi Payment + Wompi;Low
1768;2024-06-10 11:12:07-05:00;2024-06-10;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - XL / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Wompi;Low
1770;2024-06-10 12:40:47-05:00;2024-06-10;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Mosquera;Cundinamarca;Wompi;Low
1771;2024-06-10 13:55:57-05:00;2024-06-10;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90393;Camiseta Tour de Francia verde hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Armenia;Quindío;Addi Payment;Low
1774;2024-06-10 15:26:40-05:00;2024-06-10;paid;152.700,00;152.700,00;0,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Wompi;Low
1774;2024-06-10 15:26:40-05:00;2024-06-10;paid;152.700,00;152.700,00;0,00;19.942,02;ELEVENPRO10;0,00;81505727;Calcetines tejidos - L / Black;1;27.800,00;NO;0.0;Calcetines;web;Sincelejo;Sucre;Wompi;Low
1775;2024-06-10 15:50:42-05:00;2024-06-10;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;draft_order;Tocancipá;Cundinamarca;Addi Payment;Low
1783;2024-06-10 20:19:01-05:00;2024-06-10;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Bolívar;Cauca;Addi Payment;Low
1788;2024-06-11 10:12:36-05:00;2024-06-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1791;2024-06-11 12:25:37-05:00;2024-06-11;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;80393;Camiseta Tour de Francia verde hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
1791;2024-06-11 12:25:37-05:00;2024-06-11;paid;249.800,00;249.800,00;0,00;39.884,03;ELEVENPRO10;0,00;13393;Camiseta Tour de Francia verde mujer - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Cali;Valle Del Cauca;Addi Payment;Low
1795;2024-06-11 16:12:06-05:00;2024-06-11;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - M / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Medellín;Antioquia;Addi Payment;Low
1796;2024-06-11 16:46:33-05:00;2024-06-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - S / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Sogamoso;Boyacá;Addi Payment;Low
1800;2024-06-11 18:28:53-05:00;2024-06-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - L / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Envigado;Antioquia;Addi Payment;Low
1806;2024-06-11 22:54:08-05:00;2024-06-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Chía;Cundinamarca;Addi Payment;Low
1807;2024-06-11 23:02:28-05:00;2024-06-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80394;Camiseta Tour de Francia azul hombre - M / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Facatativa;Cundinamarca;Addi Payment;Low
1811;2024-06-12 07:12:17-05:00;2024-06-12;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90394;Camiseta Tour de Francia azul hombre - XL / Manga larga;1;134.900,00;NO;0.0;Camisetas;web;Bogotá;Bogotá D.C.;Addi Payment + Wompi;Low
1816;2024-06-12 09:32:11-05:00;2024-06-12;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;14394;Camiseta Tour de Francia azul mujer - XS / Manga corta;1;124.900,00;NO;0.0;Camisetas;web;Valledupar;Cesar;Wompi;Low
